"lang"
{
	"Language"		"English"
		"augment_DOTA_Tooltip_ability_treant_overgrowth_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_troll_warlord_battle_trance_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_troll_warlord_battle_trance_lifesteal"				"Lifesteal"
		"augment_DOTA_Tooltip_ability_troll_warlord_berserkers_rage_bonus_move_speed"				"Bonus Move Speed"
		"augment_DOTA_Tooltip_ability_troll_warlord_berserkers_rage_ensnare_chance"				"Ensnare Chance"
		"augment_DOTA_Tooltip_ability_troll_warlord_berserkers_rage_maim_damage"				"Maim Damage"
		"augment_DOTA_Tooltip_ability_troll_warlord_fervor_attack_speed"				"Attack Speed"
		"augment_DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_axe_damage"				"Axe Damage"
		"augment_DOTA_Tooltip_ability_troll_warlord_whirling_axes_ranged_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tusk_ice_shards_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tusk_ice_shards_shard_damage"				"Shard Damage"
		"augment_DOTA_Tooltip_ability_tusk_snowball_snowball_damage"				"Snowball Damage"
		"augment_DOTA_Tooltip_ability_tusk_snowball_snowball_speed"				"Snowball Speed"
		"augment_DOTA_Tooltip_ability_tusk_tag_team_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_tusk_tag_team_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tusk_walrus_punch_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tusk_walrus_punch_crit_multiplier"				"Crit Multiplier"
		"augment_DOTA_Tooltip_ability_undying_decay_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_undying_decay_decay_damage"				"Decay Damage"
		"augment_DOTA_Tooltip_ability_undying_decay_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_undying_decay_str_steal"				"Str Steal"
		"augment_DOTA_Tooltip_ability_undying_flesh_golem_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_undying_flesh_golem_damage_amp"				"Damage Amp"
		"augment_DOTA_Tooltip_ability_undying_flesh_golem_str_percentage"				"Str Percentage"
		"augment_DOTA_Tooltip_ability_undying_soul_rip_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_undying_soul_rip_damage_per_unit"				"Damage Per Unit"
		"augment_DOTA_Tooltip_ability_undying_soul_rip_max_units"				"Max Units"
		"augment_DOTA_Tooltip_ability_undying_tombstone_lua_base_damage"				"Base Damage"
		"augment_DOTA_Tooltip_ability_undying_tombstone_lua_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_undying_tombstone_lua_proc_interval"				"Proc Interval"
		"augment_DOTA_Tooltip_ability_ursa_earthshock_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_ursa_earthshock_shock_radius"				"Shock Radius"
		"augment_DOTA_Tooltip_ability_ursa_enrage_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_ursa_enrage_damage_reduction"				"Damage Reduction"
		"augment_DOTA_Tooltip_ability_ursa_enrage_status_resistance"				"Status Resistance"
		"augment_DOTA_Tooltip_ability_ursa_fury_swipes_bonus_reset_time"				"Bonus Reset Time"
		"augment_DOTA_Tooltip_ability_ursa_fury_swipes_damage_per_stack"				"Damage Per Stack"
		"augment_DOTA_Tooltip_ability_ursa_overpower_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_ursa_overpower_slow_resist"				"Slow Resist"
		"augment_DOTA_Tooltip_ability_vengefulspirit_command_aura_aura_radius"				"Aura Radius"
		"augment_DOTA_Tooltip_ability_vengefulspirit_command_aura_bonus_base_damage"				"Bonus Base Damage"
		"augment_DOTA_Tooltip_ability_vengefulspirit_magic_missile_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_vengefulspirit_magic_missile_magic_missile_damage"				"Magic Missile Damage"
		"augment_DOTA_Tooltip_ability_vengefulspirit_nether_swap_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_vengefulspirit_nether_swap_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_vengefulspirit_nether_swap_damage_reduction_duration"				"Damage Reduction Duration"
		"augment_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_armor_reduction"				"Armor Reduction"
		"augment_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_attack_reduction"				"Attack Reduction"
		"augment_DOTA_Tooltip_ability_vengefulspirit_wave_of_terror_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_venomancer_noxious_plague_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_venomancer_noxious_plague_debuff_radius"				"Debuff Radius"
		"augment_DOTA_Tooltip_ability_venomancer_noxious_plague_impact_damage"				"Impact Damage"
		"augment_DOTA_Tooltip_ability_venomancer_plague_ward_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_venomancer_plague_ward_ward_damage_custom"				"Ward Damage Custom"
		"augment_DOTA_Tooltip_ability_venomancer_plague_ward_ward_hp_custom"				"Ward Hp Custom"
		"augment_DOTA_Tooltip_ability_venomancer_poison_sting_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_venomancer_snakebite_base_damage"				"Base Damage"
		"augment_DOTA_Tooltip_ability_venomancer_snakebite_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_venomancer_venomous_gale_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_venomancer_venomous_gale_strike_damage"				"Strike Damage"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_bonus_attack_speed"				"Bonus Attack Speed"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_bonus_magic_resistance"				"Bonus Magic Resistance"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_viper_corrosive_skin_duration"				"Duration"
		"augment_DOTA_Tooltip_ability_viper_nethertoxin_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_viper_nethertoxin_max_damage"				"Max Damage"
		"augment_DOTA_Tooltip_ability_viper_nethertoxin_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_viper_poison_attack_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_viper_poison_attack_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_viper_poison_attack_max_stacks"				"Max Stacks"
		"augment_DOTA_Tooltip_ability_viper_viper_strike_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_viper_viper_strike_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_viper_viper_strike_duration"				"Duration"
		"augment_DOTA_Tooltip_ability_visage_grave_chill_attackspeed_bonus"				"Attackspeed Bonus"
		"augment_DOTA_Tooltip_ability_visage_grave_chill_chill_duration"				"Chill Duration"
		"augment_DOTA_Tooltip_ability_visage_grave_chill_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_visage_gravekeepers_cloak_max_layers"				"Max Layers"
		"augment_DOTA_Tooltip_ability_visage_gravekeepers_cloak_recovery_time"				"Recovery Time"
		"augment_DOTA_Tooltip_ability_visage_soul_assumption_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_visage_soul_assumption_soul_charge_damage"				"Soul Charge Damage"
		"augment_DOTA_Tooltip_ability_visage_soul_assumption_stack_duration"				"Stack Duration"
		"augment_DOTA_Tooltip_ability_visage_summon_familiars_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_visage_summon_familiars_familiar_attack_damage"				"Familiar Attack Damage"
		"augment_DOTA_Tooltip_ability_visage_summon_familiars_familiar_hp"				"Familiar Hp"
		"augment_DOTA_Tooltip_ability_void_spirit_aether_remnant_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_void_spirit_aether_remnant_impact_damage"				"Impact Damage"
		"augment_DOTA_Tooltip_ability_void_spirit_aether_remnant_remnant_watch_distance"				"Remnant Watch Distance"
		"augment_DOTA_Tooltip_ability_void_spirit_astral_step_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_void_spirit_astral_step_pop_damage"				"Pop Damage"
		"augment_DOTA_Tooltip_ability_void_spirit_dissimilate_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_base_absorb_amount"				"Base Absorb Amount"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_void_spirit_resonant_pulse_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_lua_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_lua_damage_share_percentage"				"Damage Share Percentage"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_lua_search_aoe"				"Search Aoe"
		"augment_DOTA_Tooltip_ability_warlock_rain_of_chaos_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_dmg"				"Golem Dmg"
		"augment_DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_hp"				"Golem Hp"
		"augment_DOTA_Tooltip_ability_warlock_shadow_word_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_warlock_shadow_word_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_warlock_shadow_word_spell_aoe"				"Spell Aoe"
		"augment_DOTA_Tooltip_ability_warlock_upheaval_aoe"				"Aoe"
		"augment_DOTA_Tooltip_ability_warlock_upheaval_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_warlock_upheaval_damage_per_second"				"Damage Per Second"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_lua_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_lua_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_lua_tooltip_attack"				"Tooltip Attack"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_duration"				"Duration"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_attack_rate"				"Attack Rate"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_duration"				"Duration"
		"augment_DOTA_Tooltip_ability_weaver_time_lapse_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_windrunner_focusfire_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_windrunner_focusfire_focusfire_damage_reduction"				"Focusfire Damage Reduction"
		"augment_DOTA_Tooltip_ability_windrunner_powershot_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_windrunner_powershot_powershot_damage"				"Powershot Damage"
		"augment_DOTA_Tooltip_ability_windrunner_windrun_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_windrunner_windrun_movespeed_bonus_pct"				"Movespeed Bonus Pct"
		"augment_DOTA_Tooltip_ability_winter_wyvern_arctic_burn_attack_range_bonus"				"Attack Range Bonus"
		"augment_DOTA_Tooltip_ability_winter_wyvern_arctic_burn_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_winter_wyvern_cold_embrace_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_winter_wyvern_cold_embrace_heal_additive"				"Heal Additive"
		"augment_DOTA_Tooltip_ability_winter_wyvern_splinter_blast_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_winter_wyvern_splinter_blast_split_radius"				"Split Radius"
		"augment_DOTA_Tooltip_ability_winter_wyvern_winters_curse_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_winter_wyvern_winters_curse_damage_amplification"				"Damage Amplification"
		"augment_DOTA_Tooltip_ability_winter_wyvern_winters_curse_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_wisp_overcharge_bonus_attack_speed"				"Bonus Attack Speed"
		"augment_DOTA_Tooltip_ability_wisp_overcharge_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_wisp_overcharge_hp_regen"				"Hp Regen"
		"augment_DOTA_Tooltip_ability_wisp_relocate_cast_delay"				"Cast Delay"
		"augment_DOTA_Tooltip_ability_wisp_relocate_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_wisp_spirits_explode_radius"				"Explode Radius"
		"augment_DOTA_Tooltip_ability_wisp_spirits_hero_damage"				"Hero Damage"
		"augment_DOTA_Tooltip_ability_wisp_spirits_max_range"				"Max Range"
		"augment_DOTA_Tooltip_ability_wisp_tether_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_wisp_tether_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_wisp_tether_tether_heal_amp"				"Tether Heal Amp"
		"augment_DOTA_Tooltip_ability_witch_doctor_death_ward_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_witch_doctor_death_ward_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_witch_doctor_maledict_bonus_damage"				"Bonus Damage"
		"augment_DOTA_Tooltip_ability_witch_doctor_maledict_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_witch_doctor_maledict_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_base_damage"				"Base Damage"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_bounce_bonus_damage"				"Bounce Bonus Damage"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_bounces_tooltip"				"Bounces Tooltip"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_heal"				"Heal"
		"augment_DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_zuus_arc_lightning_arc_damage"				"Arc Damage"
		"augment_DOTA_Tooltip_ability_zuus_arc_lightning_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_zuus_arc_lightning_radius"				"Radius"
		"augment_DOTA_Tooltip_ability_zuus_heavenly_jump_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_zuus_heavenly_jump_damage"				"Damage"
		"augment_DOTA_Tooltip_ability_zuus_heavenly_jump_hop_distance"				"Hop Distance"
		"augment_DOTA_Tooltip_ability_zuus_lightning_bolt_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_zuus_thundergods_wrath_cd_mana"					"Cooldown and Mana Cost"

		"DOTA_Tooltip_ability_spectre_shadow_step"					"Shadow Step"
		"DOTA_Tooltip_ability_spectre_spectral_dagger"					"Spectral Dagger"
		"DOTA_Tooltip_ability_spectre_dispersion"					"Dispersion"
		"DOTA_Tooltip_ability_spectre_reality"					"Reality"
		"DOTA_Tooltip_ability_spectre_desolate"					"Desolate"

		"shop_tab_BasicItems"					"Basics"
		"shop_tab_CustomUpgrades"					"Custom Items"
		"shop_tab_BossItemsTab"					"Boss Items"
		"shop_tab_MainItemsTab"					"Basics"
		"shop_tab_UpgradesItemsTab"					"Upgrades"
		"shop_tab_category_BasicItems"					"Basic"
		"shop_tab_category_Consumables"					"Consumables"
		"shop_tab_category_Attributes"					"Attributes"
		"shop_tab_category_Equipment"					"Equipment"
		"shop_tab_category_Misc"					"Miscellaneous"
		"shop_tab_category_Accessories"					"Accessories"
		"shop_tab_category_Support"					"Support"
		"shop_tab_category_Weapons"					"Weapons"
		"shop_tab_category_Magic"					"Magic"
		"shop_tab_category_Armor"					"Armor"
		"shop_tab_category_Armaments"					"Armaments"
		"shop_tab_category_Other"					"Other"
		"shop_tab_category_GuardianMonks"					"Guardian & Monks"
		"shop_tab_category_Angels"					"Angels"
		"shop_tab_category_Satan"					"Satan"
		"shop_tab_category_Crazy"					"Crazy"
		"shop_tab_category_MainItems"					"Items"

		"DOTA_Tooltip_ability_generic"					"Generic Upgrade"
		"augment_DOTA_Tooltip_ability_chaos_knight_phantasm_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_charon_collapse_damage_per_mana_burn"					"Damage per Mana Burned"
		"augment_DOTA_Tooltip_ability_charon_collapse_manaburn_min"					"Minimum Mana Burned"
		"augment_DOTA_Tooltip_ability_charon_last_word_radius"					"Radius"
		"augment_DOTA_Tooltip_ability_charon_overload_damage_for_mana_pct"					"Damage per Mana, %"
		"augment_DOTA_Tooltip_ability_hola_grace_heal"					"Heal"
		"augment_DOTA_Tooltip_ability_hola_grace_heal_duration"					"Heal Duration"
		"augment_DOTA_Tooltip_ability_hola_rescue_duration"					"Duration"
		"augment_DOTA_Tooltip_ability_hola_stomp_damage"					"Damage"
		"augment_DOTA_Tooltip_ability_hola_stomp_radius"					"Radius"
		"augment_DOTA_Tooltip_ability_hola_stunhammer_bolt_damage"					"Hammer Damage"
		"augment_DOTA_Tooltip_ability_joe_black_face_of_death_damage"					"Damage"
		"augment_DOTA_Tooltip_ability_joe_black_face_of_death_heal_percent"					"Heal, %"
		"augment_DOTA_Tooltip_ability_joe_black_protection_damage_reduction"					"Damage Reduction"
		"augment_DOTA_Tooltip_ability_joe_black_protection_duration"					"Duration"
		"augment_DOTA_Tooltip_ability_joe_black_sleep_health_drain_const"					"Health Drain"
		"augment_DOTA_Tooltip_ability_joe_black_sleep_mana_drain_const"					"Mana Drain"
		"augment_DOTA_Tooltip_ability_joe_black_song_finish_damage"					"Finish Damage"
		"augment_DOTA_Tooltip_ability_joe_black_song_radius"					"Radius"
		"augment_DOTA_Tooltip_ability_monkey_king_wukongs_command_attack_rate"					"Attack Rate"
		"augment_DOTA_Tooltip_ability_monkey_king_wukongs_command_bonus_armor"					"Bonus Armor"
		"augment_DOTA_Tooltip_ability_monkey_king_wukongs_command_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_satan_bloody_trade_damage_from_health_lost_pct"					"Damage from Health Lost, %"
		"augment_DOTA_Tooltip_ability_satan_bloody_trade_duration"					"Duration"
		"augment_DOTA_Tooltip_ability_satan_breath_damage"					"Damage"
		"augment_DOTA_Tooltip_ability_satan_breath_damage_from_str"					"Damage from Strength"
		"augment_DOTA_Tooltip_ability_satan_breath_flame_count"					"Flame Count"
		"augment_DOTA_Tooltip_ability_satan_might_chance"					"Chance"
		"augment_DOTA_Tooltip_ability_satan_might_radius"					"Radius"
		"augment_DOTA_Tooltip_ability_satan_overpain_duration"					"Duration"
		"augment_DOTA_Tooltip_ability_satan_overpain_hp_regen"					"Health Regen"
		"augment_DOTA_Tooltip_ability_slardar_bash_bonus_damage"					"Bonus Damage"
		"augment_DOTA_Tooltip_ability_spectre_dispersion_max_radius"					"Maximum Radius"
		"augment_DOTA_Tooltip_ability_spectre_haunt_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_tooltip_illusion_outgoing_damage"					"Illusion Outgoing Damage"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_tooltip_illusion_total_damage_incoming"					"Illusion Total Incoming Damage"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_attack_slow"					"Attack Slow"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_damage"					"Damage"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_radius"					"Radius"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_attack_damage"					"Attack Damage"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_tidehunter_kraken_shell_damage_reduction"					"Damage Reduction"
		"augment_DOTA_Tooltip_ability_undying_tombstone_base_damage"					"Base Damage"
		"augment_DOTA_Tooltip_ability_undying_tombstone_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_undying_tombstone_proc_interval"					"Proc Interval"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_cd_mana"					"Cooldown and Mana Cost"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_damage_share_percentage"					"Damage Share, %"
