"lang"
{
	"Language"		"Russian"
		"augment_DOTA_Tooltip_ability_warlock_upheaval_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_warlock_upheaval_damage_per_second"					"Урон за секунда"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_lua_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_lua_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_lua_tooltip_attack"					"Урон атаки"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_duration"					"Длительность"
		"augment_DOTA_Tooltip_ability_weaver_shukuchi_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_attack_rate"					"Скорость атаки"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_weaver_the_swarm_duration"					"Длительность"
		"augment_DOTA_Tooltip_ability_weaver_time_lapse_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_windrunner_focusfire_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_windrunner_focusfire_focusfire_damage_reduction"					"Снижение урона сосредоточенного огня"
		"augment_DOTA_Tooltip_ability_windrunner_powershot_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_windrunner_powershot_powershot_damage"					"Урон мощного выстрела"
		"augment_DOTA_Tooltip_ability_windrunner_windrun_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_windrunner_windrun_movespeed_bonus_pct"					"Бонус скорости передвижения, %"
		"augment_DOTA_Tooltip_ability_winter_wyvern_arctic_burn_attack_range_bonus"					"Атака дальность бонус"
		"augment_DOTA_Tooltip_ability_winter_wyvern_arctic_burn_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_winter_wyvern_cold_embrace_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_winter_wyvern_cold_embrace_heal_additive"					"Дополнительное лечение"
		"augment_DOTA_Tooltip_ability_winter_wyvern_splinter_blast_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_winter_wyvern_splinter_blast_split_radius"					"Радиус разделения"
		"augment_DOTA_Tooltip_ability_winter_wyvern_winters_curse_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_winter_wyvern_winters_curse_damage_amplification"					"Усиление урона"
		"augment_DOTA_Tooltip_ability_winter_wyvern_winters_curse_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_wisp_overcharge_bonus_attack_speed"					"Бонус атака скорость"
		"augment_DOTA_Tooltip_ability_wisp_overcharge_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_wisp_overcharge_hp_regen"					"Hp регенерация"
		"augment_DOTA_Tooltip_ability_wisp_relocate_cast_delay"					"Каст задержка"
		"augment_DOTA_Tooltip_ability_wisp_relocate_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_wisp_spirits_explode_radius"					"Радиус взрыва"
		"augment_DOTA_Tooltip_ability_wisp_spirits_hero_damage"					"Герой урон"
		"augment_DOTA_Tooltip_ability_wisp_spirits_max_range"					"Макс дальность"
		"augment_DOTA_Tooltip_ability_wisp_tether_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_wisp_tether_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_wisp_tether_tether_heal_amp"					"Усиление лечения привязки"
		"augment_DOTA_Tooltip_ability_witch_doctor_death_ward_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_witch_doctor_death_ward_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_witch_doctor_maledict_bonus_damage"					"Бонус урон"
		"augment_DOTA_Tooltip_ability_witch_doctor_maledict_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_witch_doctor_maledict_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_base_damage"					"Базовый урон"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_bounce_bonus_damage"					"Отскок бонус урон"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_bounces_tooltip"					"Отскоки"
		"augment_DOTA_Tooltip_ability_witch_doctor_paralyzing_cask_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_heal"					"Лечение"
		"augment_DOTA_Tooltip_ability_witch_doctor_voodoo_restoration_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_zuus_arc_lightning_arc_damage"					"Урон дуги"
		"augment_DOTA_Tooltip_ability_zuus_arc_lightning_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_zuus_arc_lightning_radius"					"Радиус"
		"augment_DOTA_Tooltip_ability_zuus_heavenly_jump_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_zuus_heavenly_jump_damage"					"Урон"
		"augment_DOTA_Tooltip_ability_zuus_heavenly_jump_hop_distance"					"Дальность прыжка"
		"augment_DOTA_Tooltip_ability_zuus_lightning_bolt_cd_mana"					"Перезарядка и манакост"
		"augment_DOTA_Tooltip_ability_zuus_thundergods_wrath_cd_mana"					"Перезарядка и манакост"

		"DOTA_Tooltip_ability_spectre_shadow_step"					"Теневой шаг"
		"DOTA_Tooltip_ability_spectre_spectral_dagger"					"Призрачный кинжал"
		"DOTA_Tooltip_ability_spectre_dispersion"					"Рассеивание"
		"DOTA_Tooltip_ability_spectre_reality"					"Реальность"
		"DOTA_Tooltip_ability_spectre_desolate"					"Опустошение"

		"shop_tab_BasicItems"					"Основные"
		"shop_tab_CustomUpgrades"					"Кастомные предметы"
		"shop_tab_BossItemsTab"					"Предметы с боссов"
		"shop_tab_MainItemsTab"					"Основные"
		"shop_tab_UpgradesItemsTab"					"Улучшения"
		"shop_tab_category_BasicItems"					"Основные"
		"shop_tab_category_Consumables"					"Расходники"
		"shop_tab_category_Attributes"					"Атрибуты"
		"shop_tab_category_Equipment"					"Снаряжение"
		"shop_tab_category_Misc"					"Разное"
		"shop_tab_category_Accessories"					"Аксессуары"
		"shop_tab_category_Support"					"Поддержка"
		"shop_tab_category_Weapons"					"Оружие"
		"shop_tab_category_Magic"					"Магия"
		"shop_tab_category_Armor"					"Броня"
		"shop_tab_category_Armaments"					"Вооружение"
		"shop_tab_category_Other"					"Прочее"
		"shop_tab_category_GuardianMonks"					"Страж и монахи"
		"shop_tab_category_Angels"					"Ангелы"
		"shop_tab_category_Satan"					"Сатана"
		"shop_tab_category_Crazy"					"Безумный"
		"shop_tab_category_MainItems"					"Предметы"

		"DOTA_Tooltip_ability_charon_collapse"					"?????"
		"DOTA_Tooltip_ability_charon_last_word"					"????????? ?????"
		"DOTA_Tooltip_ability_charon_overload"					"??????????"
		"DOTA_Tooltip_ability_charon_soul_drain"					"??????????? ????"
		"DOTA_Tooltip_ability_hola_rescue"					"????????"
		"DOTA_Tooltip_ability_satan_bloody_trade"					"???????? ??????"
		"DOTA_Tooltip_ability_satan_breath"					"??????? ???????"
		"DOTA_Tooltip_ability_satan_curse"					"????????? ???????"
		"DOTA_Tooltip_ability_satan_might"					"???? ??????"
		"DOTA_Tooltip_ability_satan_overpain"					"?????????"

		"DOTA_Tooltip_ability_generic"					"?????????"
		"augment_DOTA_Tooltip_ability_chaos_knight_phantasm_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_charon_collapse_damage_per_mana_burn"					"???? ?? ????????? ????"
		"augment_DOTA_Tooltip_ability_charon_collapse_manaburn_min"					"??????? ????????? ????"
		"augment_DOTA_Tooltip_ability_charon_last_word_radius"					"??????"
		"augment_DOTA_Tooltip_ability_charon_overload_damage_for_mana_pct"					"???? ?? ????, %"
		"augment_DOTA_Tooltip_ability_hola_grace_heal"					"???????"
		"augment_DOTA_Tooltip_ability_hola_grace_heal_duration"					"???????????? ???????"
		"augment_DOTA_Tooltip_ability_hola_rescue_duration"					"????????????"
		"augment_DOTA_Tooltip_ability_hola_stomp_damage"					"????"
		"augment_DOTA_Tooltip_ability_hola_stomp_radius"					"??????"
		"augment_DOTA_Tooltip_ability_hola_stunhammer_bolt_damage"					"???? ??????"
		"augment_DOTA_Tooltip_ability_joe_black_face_of_death_damage"					"????"
		"augment_DOTA_Tooltip_ability_joe_black_face_of_death_heal_percent"					"???????, %"
		"augment_DOTA_Tooltip_ability_joe_black_protection_damage_reduction"					"???????? ?????"
		"augment_DOTA_Tooltip_ability_joe_black_protection_duration"					"????????????"
		"augment_DOTA_Tooltip_ability_joe_black_sleep_health_drain_const"					"??????????? ????????"
		"augment_DOTA_Tooltip_ability_joe_black_sleep_mana_drain_const"					"??????????? ????"
		"augment_DOTA_Tooltip_ability_joe_black_song_finish_damage"					"????????? ????"
		"augment_DOTA_Tooltip_ability_joe_black_song_radius"					"??????"
		"augment_DOTA_Tooltip_ability_monkey_king_wukongs_command_attack_rate"					"???????? ?????"
		"augment_DOTA_Tooltip_ability_monkey_king_wukongs_command_bonus_armor"					"????? ?????"
		"augment_DOTA_Tooltip_ability_monkey_king_wukongs_command_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_satan_bloody_trade_damage_from_health_lost_pct"					"???? ?? ??????????? ????????, %"
		"augment_DOTA_Tooltip_ability_satan_bloody_trade_duration"					"????????????"
		"augment_DOTA_Tooltip_ability_satan_breath_damage"					"????"
		"augment_DOTA_Tooltip_ability_satan_breath_damage_from_str"					"???? ?? ????"
		"augment_DOTA_Tooltip_ability_satan_breath_flame_count"					"?????????? ???????"
		"augment_DOTA_Tooltip_ability_satan_might_chance"					"????"
		"augment_DOTA_Tooltip_ability_satan_might_radius"					"??????"
		"augment_DOTA_Tooltip_ability_satan_overpain_duration"					"????????????"
		"augment_DOTA_Tooltip_ability_satan_overpain_hp_regen"					"??????????? ????????"
		"augment_DOTA_Tooltip_ability_slardar_bash_bonus_damage"					"?????????????? ????"
		"augment_DOTA_Tooltip_ability_spectre_dispersion_max_radius"					"???????????? ??????"
		"augment_DOTA_Tooltip_ability_spectre_haunt_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_tooltip_illusion_outgoing_damage"					"????????? ???? ???????"
		"augment_DOTA_Tooltip_ability_spectre_shadow_step_tooltip_illusion_total_damage_incoming"					"????? ???????? ???? ???????"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_attack_slow"					"?????????? ?????"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_damage"					"????"
		"augment_DOTA_Tooltip_ability_terrorblade_reflection_radius"					"??????"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_attack_damage"					"???? ?? ?????"
		"augment_DOTA_Tooltip_ability_tidehunter_anchor_smash_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_tidehunter_kraken_shell_damage_reduction"					"???????? ?????"
		"augment_DOTA_Tooltip_ability_undying_tombstone_base_damage"					"??????? ????"
		"augment_DOTA_Tooltip_ability_undying_tombstone_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_undying_tombstone_proc_interval"					"???????? ????????????"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_warlock_fatal_bonds_damage_share_percentage"					"???? ???????????? ?????, %"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_bonus_damage"					"?????????????? ????"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_cd_mana"					"??????????? ? ????????"
		"augment_DOTA_Tooltip_ability_weaver_geminate_attack_tooltip_attack"					"???? ?????"
		"augment_DOTA_Tooltip_ability_zuus_thundergods_wrath_damage"					"????"
		"augments_reroll_hint"	"Заменить выбор за очки реролла. Реролл обычного / редкого / эпического выбора стоит 1 / 2 / 4."
		"augments_no_rerolls_hint"	"Очки реролла закончились. Рероллы выдаются бесплатно: 8 штук на матч."
// Saber localization begin 

"npc_dota_hero_saber"															"Saber"
"npc_dota_hero_saber_hype"														"Saber эффективна на всех стадиях игры. Увеличивая свою броню и урон от маны, она ведёт наступление, принимая главный удар на себя, или завершает бой одним ударом Эскалибура, обрушивая на врагов луч чистого света."

"DOTA_Tooltip_Ability_saber_mana_burst"											"Взрыв маны"
"DOTA_Tooltip_Ability_saber_mana_burst_SummaryDescription"						"Наполняет оружие и броню маной, увеличивая урон и броню."
"DOTA_Tooltip_Ability_saber_mana_burst_damage"									"БОНУСНЫЙ УРОН:"
"DOTA_Tooltip_Ability_saber_mana_burst_Description"								"Saber наполняет оружие и броню магической энергией, расходуя %mana_wasted_pct%%% запаса маны и временно увеличивая урон и броню в зависимости от потраченной маны. Если у Saber меньше %weakness_mana_pct%%% маны, она теряет способность атаковать и часть брони. Если здоровье ниже %purge_health_pct%%%, с неё снимаются все негативные эффекты. Если здоровье опускается ниже %purge_stun_health_pct%%%, применение также снимает оглушения."
