"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_pct_dmg_tooltip"	"%HP DAMAGE:"
		"DOTA_Tooltip_Ability_item_slice_amulet_pct_dmg_to_illusion"	"%HP DAMAGE TO ILLUSIONS:"
		"DOTA_Tooltip_Ability_item_slice_amulet"						"Slice of Static"
		"DOTA_Tooltip_Ability_item_slice_amulet_Description"			"<h1>Passive: Static Slice </h1> All casts deal a precentage of damage for all enemies in a 800 range."
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_slice_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_slice_amulet_health_pct_dmg_tooltip"	"%HP DAMAGE:"
// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\slice_amulet.txt' end

"DOTA_Tooltip_Ability_item_snake_boots"								"Snake Boots"
"DOTA_Tooltip_Ability_item_snake_boots_Description"					"<h1>Active: Warp Jump</h1> Allows teleportation to a friendly unit after 1.5s delay."
"DOTA_Tooltip_Ability_item_snake_boots_bonus_speed"					"%+$move_speed"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_armor"					"+$armor"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_hp_regen"				"+$hp_regen"
"DOTA_Tooltip_Ability_item_snake_boots_bonus_stats"					"+$all"

"DOTA_Tooltip_modifier_snake_boots_teleport"						"Teleporting"

"DOTA_Tooltip_ability_item_soul_collector"									"Soul Collector"


"DOTA_Tooltip_ability_item_soul_collector_Description"						"<h1>Active: Soul Collect</h1> Owner releases blast that deals %damage% <span class='GameplayValues GameplayVariable'>+</span>%mainstat_to_dmg_pct%%  damage from main attribute and curses enemy for a %decrease_heal_duration% seconds. Curse decreases incoming heal for %decrease_heal_pct%% and slows enemy movement speed for a %slow_percent%% . Owner restores health from damage dealt to any unit that is not creep.\n<h1> Passive: Minder </h1>Grants owner with experience for every damage to enemy hero, that depends on dealed damage. Grants %damage_to_exp_melee%%  experience for melee-attack heroes and %damage_to_exp_ranged%%  experience for long-attack heroes, but additional experience can't be less then %min_exp_melee% for melee-attack heroes and %min_exp_ranged% for range-attack heroes. Cooldown to gain experience %exp_cooldown% sec."

"DOTA_Tooltip_ability_item_soul_collector_bonus_str"					    "+$str"
"DOTA_Tooltip_ability_item_soul_collector_bonus_int"					    "+$int"
"DOTA_Tooltip_ability_item_soul_collector_bonus_agi"					    "+$agi"
"DOTA_Tooltip_ability_item_soul_collector_bonus_as"					       	"+$attack"
"DOTA_Tooltip_ability_item_soul_collector_health_regen"				        "+$hp_regen"
"DOTA_Tooltip_ability_item_soul_collector_bonus_manaregen"				    "+$mana_regen"
"DOTA_Tooltip_ability_item_soul_collector_bonus_damage"				        "+$damage"
"DOTA_Tooltip_ability_item_soul_collector_spell_amp"                        "%+$spell_amp"
"DOTA_Tooltip_ability_item_soul_collector_damage"				            "DAMAGE:"
"DOTA_Tooltip_ability_item_soul_collector_mainstat_to_dmg_pct"				"%MAIN ATT DAMAGE:"

"DOTA_Tooltip_ability_item_soul_collector_range"				            "BLAST RANGE:"

"DOTA_Tooltip_modifier_soul_collector_active_debuff"				        "Soul Collector"

"DOTA_Tooltip_ability_item_soul_merchant"									"Soul Merchant"


"DOTA_Tooltip_ability_item_soul_merchant_Description"						"<h1>Active: Soul Steal</h1> Connects owner to enemy hero with strong curse.\nCurse slows enemy, decreasing incoming healing for %reduce_total_heal_pct%% and disabling item usage..\nConnection is only active at close distance."

"DOTA_Tooltip_ability_item_soul_merchant_bonus_str"					        "+$str"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_int"					        "+$int"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_agi"					        "+$agi"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_damage"				        "+$damage"
"DOTA_Tooltip_ability_item_soul_merchant_bonus_health"				        "+$health"

"DOTA_Tooltip_ability_item_soul_merchant_duration_debuff"				    "CONNECTION DURATION:"
"DOTA_Tooltip_ability_item_soul_merchant_destroy_bind_range"				"CONNECTION MAX DISTANCE:"
"DOTA_Tooltip_ability_item_soul_merchant_slow_percent"				        "%SLOW:"
"DOTA_Tooltip_ability_item_soul_merchant_reduce_total_heal_pct"				"%HEAL DECREASING:"


"DOTA_Tooltip_modifier_soul_merchant_active_buff_friendly"				    "Soul Merchant"

"DOTA_Tooltip_modifier_soul_merchant_active_buff_enemy"				        "Soul Merchant"

"DOTA_Tooltip_ability_item_soul_stone"									"Soul Stone"
"DOTA_Tooltip_ability_item_soul_stone_Description"						"<h1>Active: Soul Release</h1>Owner release spirit that deal %damage%  damage + %mainstat_to_dmg%%  damage frm main attribute and heals owner depenging on dealed damage.\n<h1>Passive: Minder </h1> Grants owner with experience for every damage to enemy hero, that depends on dealed damage. Grants %damage_to_exp_melee%%  experience for melee-attack heroes and %damage_to_exp_ranged%%  experience for long-attack heroes, but additional experience can't be less then %min_exp_melee% for melee-attack heroes and %min_exp_ranged% for range-attack heroes. Cooldown to gain experience %exp_cooldown% sec."
"DOTA_Tooltip_ability_item_soul_stone_lore"								"Mighty soul stone that was stealer by misterious thief from supreme necromant centuries ago."
"DOTA_Tooltip_ability_item_soul_stone_bonus_damage"						"+$damage"
"DOTA_Tooltip_ability_item_soul_stone_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_soul_stone_bonus_hpreg"						"+$hp_regen"
"DOTA_Tooltip_ability_item_soul_stone_bonus_mpreg"						"+$mana_regen"
"DOTA_Tooltip_ability_item_soul_stone_projectile_speed"					"PROJECTILE SPEED:"
"DOTA_Tooltip_ability_item_soul_stone_abilitycastrange"					"CAST RANGE:"
"DOTA_Tooltip_ability_item_soul_stone_bonus_spell_amp"					"%+$spell_amp"
"DOTA_Tooltip_ability_item_soul_stone_bonus_health"						"+$health"

"DOTA_Tooltip_ability_item_soul_vessel"									"Soul Vessel"
"DOTA_Tooltip_ability_item_soul_vessel_Description"						"<h1>Active: Soul Release</h1> Heal ally and restore half-mana, or deal damage to enemy. Apply buff/debuff that increase/decrease attack and movespeed.\n\n <h1>Passive: Soul Collect</h1> Gets 2 charges for kill hero."
"DOTA_Tooltip_ability_item_soul_vessel_mana_regen"						"%+$mana_regen"
"DOTA_Tooltip_ability_item_soul_vessel_bonus_stats"						"+$all"
"DOTA_Tooltip_ability_item_soul_vessel_radius"							"RADIUS:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_const"						"HEAL:"
"DOTA_Tooltip_ability_item_soul_vessel_heal_pct"						"%HEAL:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_const"					"DAMAGE:"
"DOTA_Tooltip_ability_item_soul_vessel_damage_pct"						"%DAMAGE:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_attack"						"%INCREASE/DECREASE ATTACK:"
"DOTA_Tooltip_ability_item_soul_vessel_buff_mvspd"						"%INCREASE/DECREASE MOVESPEED:"
"DOTA_Tooltip_ability_item_soul_vessel_duration"						"DURATION:"

"DOTA_Tooltip_Ability_item_spiked_armor"						"Spiked Armor"
"DOTA_Tooltip_Ability_item_spiked_armor_Description"			"<h1>Active: Return</h1> Reflects any damage taken back to the unit that dealt the damage. Lasts 4.5 seconds. Returning damage is doubled.\n<h1>Passive: Spiked Aura</h1> All nearby friendly units gain extra armor and attack speed and all nearby enemies gain reduced armor."
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor"			"+$armor"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed"			"+$attack"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_health"			"+$health"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_stats"			"+$all"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_armor_aura"		"AURA ARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_aspeed_aura"		"AURA ASPEED:"
"DOTA_Tooltip_Ability_item_spiked_armor_bonus_friend_radius"	"AURA RADIUS:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura"			"ENEMIES DISARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_disarmor_aura_pct"		"%ENEMIES DISARMOR:"
"DOTA_Tooltip_Ability_item_spiked_armor_enemy_radius"			"EMEMIES DISARMOR RADIUS:"
"DOTA_Tooltip_modifier_spiked_armor_return"						"Return damage."
"DOTA_Tooltip_modifier_spiked_armor_aura_friend"				"Spiked Armor Aura"

// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\static_amulet.txt' begin 
"DOTA_Tooltip_Ability_item_static_amulet"						"Static Amulet"
		"DOTA_Tooltip_Ability_item_static_amulet_Description"			"<h1>Passive: Static Amulet </h1> All casts deal a precentage of damage for all enemies in a 800 range."
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_static_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet_health_pct_dmg_tooltip" "%HP DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet"						"Static Amulet"
		"DOTA_Tooltip_Ability_item_static_amulet_Description"			"Passive: Static Amulet - All casts deal a precentage of damage for all enemies in a 800 range."
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_armor"			"+$armor"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_int"				"+$int"
		"DOTA_Tooltip_Ability_item_static_amulet_bonus_stats"			"+$all"
		"DOTA_Tooltip_Ability_item_static_amulet_health_damage_tooltip"	"DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet_health_pct_dmg_tooltip" "%HP DAMAGE:"
		"DOTA_Tooltip_Ability_item_static_amulet_pct_dmg_to_illusion"	"%HP DAMAGE TO ILLUSIONS:"
	


// File 'E:\projects\AngelArenaReborn\Repos\Angel Arena\configs\localization\ru\items\static_amulet.txt' end

"DOTA_Tooltip_modifier_static_mag_amplify"						"Static Amplification"
"DOTA_Tooltip_modifier_static_mag_amplify_Description"			"Increase output spell amplification damage by %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%"

"DOTA_Tooltip_modifier_static_disarm"							"Disarmed"
"DOTA_Tooltip_modifier_static_disarm_Description"				"Disarmed"

"DOTA_Tooltip_Ability_item_steel_frame"								"Steel Frame"
"DOTA_Tooltip_Ability_item_steel_frame_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_steel_frame_bonus_as"					"+$attack"
"DOTA_Tooltip_Ability_item_steel_frame_lore"						"That steel frame usually was used for fortification of items."

"DOTA_Tooltip_ability_item_talisman_of_ambition"							"Talisman of Ambition"
"DOTA_Tooltip_ability_item_talisman_of_ambition_Description"				"<h1>Active: Shadow movements</h1> Caster get %evasion%%  bonus evasion for %duration% seconds"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_armor"				"+$armor"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_agility"				"+$agi"
"DOTA_Tooltip_ability_item_talisman_of_ambition_bonus_movespeed"			"+$move_speed"
"DOTA_Tooltip_ability_item_talisman_of_ambition_duration"					"DURATION:"
"DOTA_Tooltip_ability_item_talisman_of_ambition_evasion"					"%EVASION:"

"DOTA_Tooltip_ability_item_talisman_of_mastery"	"Talisman of Mastery"
"DOTA_Tooltip_ability_item_talisman_of_mastery_Description"	"<h1>Passive: Minder</h1> The owner receives additional experience for any damage dealt to heroes, depending on the damage dealt, in the amount of %damage_to_exp_melee%% for melee heroes and %damage_to_exp_ranged%% for ranged heroes, but not less than %min_exp_melee% for melee heroes and %min_exp_ranged% for ranged heroes."
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_attack"	"+$damage"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_str"	"+$str"
"DOTA_Tooltip_ability_item_talisman_of_mastery_bonus_hp_regen"	"+$hp_regen"

"DOTA_Tooltip_Ability_item_throwing_daggers"								"Throwing Daggers"
"DOTA_Tooltip_Ability_item_throwing_daggers_Description"					"<h1>Active: Throw</h1>Throwing a dagger, that deal %throw_damage% damage on hit.\n<h1>Passive: Vampire Synergy</h1>If you has a <font color='#d40b0b'>Vampire Claw</font> damage from throwing will heal you."
"DOTA_Tooltip_Ability_item_throwing_daggers_bonus_attack_speed"				"+$attack"


"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_3"				"Tome of Intellect (+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_3_Description"	"Permanently increases your hero's Intelligence by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6"				"Tome of Intellect (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_6_Description"	"Permanently increases your hero's Intelligence by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_60"				"Tome of Intellect (+60)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_INT_60_Description"	"Permanently increases your hero's Intelligence by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_3"				"Tome of Agility(+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_3_Description"	"Permanently increases your hero's Agility by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6"				"Tome of Agility(+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_6_Description"	"Permanently increases your hero's Agility by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_60"				"Tome of Agility(+60)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_AGI_60_Description"	"Permanently increases your hero's Agility by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_3"				"Tome of Strength (+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_3_Description"	"Permanently increases your hero's Strength by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6"				"Tome of Strength (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_6_Description"	"Permanently increases your hero's Strength by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_60"				"Tome of Strength (+60)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_STR_60_Description"	"Permanently increases your hero's Strength by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_3"				"Tome of Gods (+3)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_3_Description"	"Permanently increases your hero's Strength, Agility, and Intelligence by 3."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6"				"Tome of Gods (+6)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_6_Description"	"Permanently increases your hero's Strength, Agility, and Intelligence by 6."
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_60"				"Tome of Gods (+60)"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_UN_60_Description"	"Permanently increases your hero's Strength, Agility, and Intelligence by 60."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED"				"Medical Tractate"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_MED_Description"	"Permanently increases your hero's Health by 500 and mana by 250."

"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP"				"Tome of Heroes"
"DOTA_TOOLTIP_ABILITY_ITEM_TOME_LVLUP_Description"	"Increases your hero's level by 1."

"DOTA_Tooltip_ability_item_vampire_claw"								"Vampire Claw"
"DOTA_Tooltip_ability_item_vampire_claw_Description"                    "<h1>Active: Blood Rivers</h1> Instantly restores %heal_per_charge% health per charge stored.<br><br>Max %max_charges% charges. Gains a %charges_for_attack_hero% charge per hit on hero and %charges_for_attack_creep% charge per hit on creep.\n<h1>Passive: Lifesteal</h1>Restores the owner of %lifesteal%%  health from damage dealt"
"DOTA_Tooltip_ability_item_vampire_claw_bonus_damage"                   "+$damage"
"DOTA_Tooltip_ability_item_vampire_claw_bonus_str"                   	"+$str"

"DOTA_Tooltip_ability_item_void_stick"							"Void Scepter"
"DOTA_Tooltip_ability_item_void_stick_Description"				"<h1>Active: Void Astral</h1> CHANNEL — Hide your unit from map for a %astral_duration% seconds and regenerate %astral_regen%% of health and mana in second. After successfull channeling, owner get buff that increase mana regeneration for %after_cast_mana_regen% and decrease mana usage for %after_cast_reduce_manacost_pct%% for a %after_cast_bonus_duration% seconds.\n<h1>Passive: Cooldown Reduction</h1> Reduce cooldown of abilities and items for %cooldown_reduction%%."

"DOTA_Tooltip_ability_item_void_stick_bonus_int"				"+$int"
"DOTA_Tooltip_ability_item_void_stick_bonus_hp"					"+$health"
"DOTA_Tooltip_ability_item_void_stick_bonus_mana"				"+$mana"
"DOTA_Tooltip_ability_item_void_stick_bonus_mpregen"			"+$mana_regen"
"DOTA_Tooltip_ability_item_void_stick_bonus_hpregen"			"+$hp_regen"
"DOTA_Tooltip_ability_item_void_stick_bonus_castrange"			"+$cast_range"
"DOTA_Tooltip_ability_item_void_stick_bonus_speed"				"+$move_speed"

"DOTA_Tooltip_modifier_item_void_stick_astral"					"Void Astral"
"DOTA_Tooltip_modifier_item_void_stick_astral_Description"		"Restoring %astral_duration%% health and mana"

"DOTA_Tooltip_modifier_item_void_stick_pull"					"Void Attractiing"
"DOTA_Tooltip_modifier_item_void_stick_pull_Description"		"Attracting by Void Scepter"

"DOTA_Tooltip_modifier_void_stick_active_finish"				"Void Scepter"

"DOTA_Tooltip_Ability_item_wisdom_shard"							"Wisdom Shard"
"DOTA_Tooltip_Ability_item_wisdom_shard_bonus_int"					"+$int"
"DOTA_Tooltip_Ability_item_wisdom_shard_bonus_spellamp"            "%+$spell_amp"
"DOTA_Tooltip_Ability_item_wisdom_shard_lore"						"Scepter shard of old forgotten wizard."

"DOTA_Tooltip_ability_angel_arena_fountain"							"Fountain Aura"
"DOTA_Tooltip_ability_angel_arena_fountain_Description"				"Fountain block 50% damage to nearly allies."

"npc_aa_bulding_obelisk_radiant"										"Ancient Obelisk"
"npc_aa_bulding_obelisk_dire"											"Ancient Obelisk"

"DOTA_Tooltip_Ability_ability_obelisk_passive" 							"Ancient Obelisk" 
"DOTA_Tooltip_Ability_ability_obelisk_passive_Description"				"Ancient obelisk can't be destroyed.\nObelisk can be disabled, and teleportation on obelisk will be impossible."

"DOTA_Tooltip_modifier_rune_dd_one"								"Double Damage"
"DOTA_Tooltip_modifier_rune_dd_one_Description"					"Increase damage on 60%"
